training_position,row_id,original_id,fold,y_true,probability_class_1
159,195,196,4,1,0.60229454050721698
160,196,197,5,0,0.19774293608713941
161,199,200,2,1,0.49470615805901308
162,200,201,2,0,0.2410633198613622
163,202,203,2,0,0.073677685388601491
164,203,204,1,0,0.084957695086784704
165,204,205,2,0,0.035657686023554999
166,206,207,5,0,0.23615487873620228
167,207,208,2,1,0.21106526352915822
168,208,209,4,1,0.12057859171604951
169,211,212,3,1,0.21986513449231646
170,213,214,2,0,0.22084080855159316
171,216,217,5,1,0.25153907907292827
172,217,218,5,0,0.69609034871336783
173,218,219,2,0,0.11496488834382991
174,219,220,3,0,0.18408250693827352
175,221,222,4,0,0.13359131970441082
176,222,223,4,0,0.10765573985083159
177,223,224,5,0,0.0088937267823483383
178,224,225,3,1,0.46055057732628646
179,225,226,5,0,0.04767864888272904
180,227,228,5,0,0.24183972420230851
181,228,229,5,1,0.73528822060233789
182,229,230,3,0,0.4497495369230291
183,230,231,4,0,0.066670894718315388
184,231,232,1,1,0.48283865619613614
185,232,233,4,0,0.15870968344793468
186,233,234,3,1,0.6860986095342243
187,234,235,3,0,0.15660218590886882
188,235,236,5,0,0.10803866682892906
189,236,237,2,0,0.14176829619642148
190,237,238,2,0,0.14235885175911084
191,240,241,1,0,0.38744885842629884
192,241,242,5,0,0.20565514073749405
193,242,243,2,0,0.16885209645948315
194,245,246,1,0,0.21943450487887933
195,251,252,3,0,0.078309626270080562
196,252,253,1,1,0.063834797221153122
197,254,255,1,0,0.13886515626019019
198,256,257,4,0,0.14543391961900867
199,257,258,1,0,0.13959719440695798
200,258,259,1,0,0.17954736130159754
201,259,260,5,1,0.63318655975215954
202,264,265,2,0,0.20302096171745349
203,267,268,1,1,0.050335879550759646
204,268,269,5,0,0.11772133703818498
205,269,270,3,1,0.67497312056136227
206,270,271,1,0,0.05972739917137769
207,271,272,1,0,0.28134635491664162
208,272,273,1,1,0.46096557756908979
209,273,274,1,0,0.0094542621668506389
210,274,275,2,1,0.32898521418228999
211,275,276,1,0,0.13134483860975718
212,276,277,1,1,0.30396517568531439
213,278,279,2,0,0.19256022008699913
214,280,281,3,0,0.15281499788432668
215,281,282,5,0,0.054940854750336526
216,282,283,4,0,0.10125059342449988
217,283,284,4,0,0.037126369876400042
218,284,285,3,0,0.089757213229673879
219,285,286,1,0,0.028046970024431919
220,286,287,2,0,0.71361663154435451
221,287,288,5,0,0.031887675759254268
222,288,289,4,1,0.7139180789431514
223,289,290,4,0,0.06402838506945166
224,290,291,3,1,0.10782460911274058
225,291,292,1,1,0
226,292,293,3,0,0.8481363558268149
227,293,294,4,1,0.22459862109750725
228,295,296,4,0,0.13998229421542471
229,296,297,5,0,0.20373043153445858
230,297,298,2,0,0.039910557181232507
231,298,299,1,0,0.030124253915398927
232,299,300,2,1,0.20145406007621183
233,300,301,2,0,0.093386707051924575
234,301,302,5,0,0.34793943157357432
235,302,303,3,0,0.10818920329587542
236,303,304,4,1,0.25706135485488285
237,307,308,3,0,0.25072981747822809
238,308,309,5,1,0.73775215903929048
239,310,311,1,0,0.11124637859904665
240,311,312,5,0,0.02549459846241969
241,312,313,1,0,0.20302182051171991
242,314,315,2,0,0.05910769576263681
243,316,317,1,0,0.02671583227713754
244,317,318,4,0,0.28977918874699843
245,318,319,2,0,0.59706768384974163
246,319,320,3,0,0.37845191615142976
247,320,321,3,1,0.55640232633214026
248,321,322,2,0,0.048801827998389537
249,322,323,5,0,0.1462420262457938
250,323,324,3,1,0.088956415089324975
251,324,325,5,0,0.0085713036109186722
252,325,326,5,0,0.16180612146040269
253,327,328,3,1,0.69749014140725074
254,328,329,4,0,0.059872686866760831
255,329,330,2,0,0.72041769544888701
256,330,331,2,1,0.20154583436772244
257,331,332,4,1,0.17453092338999793
258,332,333,2,0,0.38031396291900577
259,333,334,1,0,0.14165232370777583
260,334,335,3,0,0.10454659612649296
261,335,336,1,0,0.042128798168705982
262,336,337,1,0,0.051657759342598766
263,339,340,3,0,0.1683218228596349
264,340,341,4,0,0.079733635704555147
265,341,342,5,0,0.16905709670762537
266,342,343,3,0,0.28247111352048893
267,343,344,4,0,0.21502989854559507
268,344,345,1,0,0.026290973570251855
269,345,346,3,0,0.093569623366878144
270,346,347,3,0,0.10441726776751667
271,347,348,1,1,0.14250164222251166
272,348,349,1,0,0.084265228893104754
273,349,350,3,1,0.23763956807966347
274,350,351,3,0,0.075700419592481333
275,352,353,4,1,0.35708614945859629
276,353,354,5,0,0.19101187671942593
277,355,356,1,1,0.10767051466285292
278,356,357,1,0,0.11499997728656387
279,357,358,4,0,0.10339758752118873
280,358,359,4,0,0.059694456998049768
281,359,360,5,0,0.078330108379977031
282,360,361,1,1,0.64007425811685059
283,362,363,4,0,0.60830036796641607
284,363,364,2,1,0.24993495817850939
285,364,365,2,0,0.11615424531903178
286,365,366,3,0,0.24096090845104787
287,366,367,4,0,0.15838963100118339
288,369,370,5,1,0.60376406607718014
289,370,371,3,1,0.46591766164615295
290,371,372,2,0,0.065313491029393586
291,372,373,2,0,0.29551770972438418
292,373,374,2,0,0.23747424090889119
293,374,375,5,0,0.16562474705031532
294,375,376,4,0,0.19090986172323063
295,376,377,4,0,0.49787640997972255
296,377,378,2,0,0.056942387521706016
297,378,379,5,0,0.0092543444313365683
298,380,381,2,0,0.064322702507842985
299,381,382,1,1,0.57476749422885776
300,382,383,1,0,0.057775535130648696
301,383,384,2,1,0.24804892210982138
302,384,385,4,0,0.15851841052329535
303,386,387,5,0,0.21637324034282668
304,388,389,5,0,0.10838092137389224
305,389,390,2,1,0.21704445184874077
306,390,391,5,0,0.58830020835575014
307,392,393,4,0,0.071568695678422403
308,393,394,4,0,0.053565234947250802
309,394,395,4,0,0.18051563321588185
310,397,398,3,0,0.15272702239573269
311,398,399,2,0,0.038483045464455204
312,399,400,2,0,0.68795735400598856
313,400,401,1,0,0.09401387523090346
314,401,402,1,0,0.087271289986014258
315,402,403,1,1,0.28686428277070758
316,403,404,2,0,0.20896336707745169
317,404,405,3,1,0.6739364962314488
318,405,406,5,0,0.12329554598349186
319,406,407,1,0,0.11772163452564199
320,407,408,3,0,0.30645504925449218
321,408,409,2,0,0.015974969330461261
322,409,410,3,0,0.040822023664371328
323,410,411,5,1,0.60444588251570097
324,412,413,1,0,0.18612866712949996
325,413,414,1,1,0.37947829140013961
326,414,415,2,0,0.028633762278079213
327,415,416,2,0,0.16480980867889106
328,416,417,1,0,0.086820505573981271
329,417,418,5,0,0.19916772574161729
330,418,419,5,0,0.16581520518933773
331,419,420,5,1,0.29654557813660587
332,420,421,1,0,0.57282125904618009
333,421,422,2,0,0.039729394339413734
334,422,423,2,0,0.1964877839375728
335,423,424,2,1,0.60660752583492061
336,424,425,4,0,0.062402275528676984
337,425,426,2,0,0.172268771780348
338,426,427,1,1,0.7041300945301725
339,427,428,1,1,0.20479798269327848
340,428,429,2,0,0.16603476725308255
341,429,430,5,0,0.055403934942448378
342,430,431,5,0,0.10946602982855079
343,432,433,4,0,0.067986080673782645
344,433,434,2,0,0.032043732270643388
345,434,435,2,0,0.10253483376167334
346,436,437,1,0,0.15540833666520151
347,437,438,3,0,0.068950943371561699
348,438,439,2,0,0.1767523850680407
349,439,440,1,1,0.0093262802435059404
350,440,441,2,0,0.079240383846373053
351,442,443,5,0,0.19960817834872793
352,444,445,2,1,0.16319206933725941
353,445,446,1,0,0.06960401147434056
354,447,448,2,0,0.15147892301653235
355,449,450,1,0,0.22035912091309567
356,450,451,5,1,0.4877635072253893
357,451,452,4,1,0.44277910806594523
358,452,453,2,0,0.14144948057210668
359,453,454,3,0,0.098296049242729486
360,454,455,3,0,0.12443674397026061
361,455,456,4,0,0.24288988253469357
362,456,457,3,0,0.66779230778201504
363,457,458,3,0,0.13473275709118765
364,458,459,1,0,0.10097493087097165
365,459,460,5,1,0.15257171978275727
366,460,461,1,0,0.072315776213140504
367,462,463,2,0,0.075044413830598164
368,463,464,1,0,0.019712366029291745
369,464,465,3,0,0.1828972474547931
370,465,466,3,1,0.13475082012106357
371,466,467,5,1,0.1125309360271021
372,467,468,2,0,0.067375717183224437
373,468,469,3,0,0.046522306693853412
374,470,471,5,1,0.10124215708848647
375,471,472,1,0,0.12017795600726602
376,472,473,2,0,0.20908261577616252
377,473,474,2,0,0.62869592662604901
378,475,476,3,0,0.1256439305190574
379,478,479,1,0,0.24184484080772467
380,479,480,3,0,0.3485726685541356
381,480,481,5,0,0.21485179883640546
382,481,482,3,1,0.41354008875253767
383,482,483,2,0,0.13616753482275429
384,483,484,1,0,0.69496402316496175
385,484,485,4,0,0.19529619573693657
386,485,486,2,0,0.17487564431057206
387,486,487,3,0,0.17001761637219914
388,488,489,5,1,0.23083901402348256
389,489,490,5,0,0.0792825369185155
390,490,491,1,0,0.15958456687915298
391,491,492,5,0,0.70161199835921295
392,492,493,5,0,0.18905311761965363
393,493,494,2,0,0.1042094000462641
394,494,495,2,1,0.049454588294661928
395,495,496,2,0,0.28889245632991184
396,496,497,2,0,0.11186231218484201
397,497,498,3,0,0.2784538561008757
398,498,499,4,0,0.099384640867639235
399,500,501,3,0,0.28577162220976426
400,502,503,3,0,0.11806398657424177
401,503,504,5,1,0.076369096042267437
402,504,505,4,0,0.3168451257723599
403,506,507,1,0,0.11022125854035757
404,509,510,5,0,0.15108842802071079
405,510,511,2,0,0.24711524297042817
406,511,512,2,1,0.24553457225826622
407,512,513,5,0,0.083034228577628641
408,513,514,3,1,0.74749635228755396
409,514,515,2,0,0.2150522767326373
410,515,516,1,0,0.13482805138164469
411,516,517,5,0,0.16737128338499191
412,517,518,1,0,0.13461513873684575
413,518,519,5,0,0.39507219386387366
414,519,520,2,0,0.026968854155453446
415,520,521,4,0,0.11262583366299259
416,521,522,5,0,0.10069079308204537
417,522,523,5,1,0.027637436473348643
418,525,526,3,0,0.10270214652861948
419,527,528,3,1,0.45805496427167719
420,528,529,2,0,0.21710921753023149
421,529,530,4,0,0.20574428053706967
422,530,531,5,0,0.13894334023855082
423,531,532,2,0,0.19772801681133423
424,532,533,3,1,0.41554448102884661
425,534,535,4,0,0.11110792974812943
426,536,537,1,0,0.10937220815919453
427,537,538,2,0,0.17664378095286337
428,538,539,3,0,0.17519667748309725
429,539,540,4,0,0.66310895583250606
430,541,542,5,0,0.2578846080393144
431,542,543,2,1,0.52226561832175811
432,544,545,5,0,0.1009079763241774
433,545,546,4,0,0.035220316236256509
434,546,547,2,1,0.31694425760724243
435,547,548,1,0,0.20256284009253406
436,548,549,4,0,0.05547264799424912
437,549,550,3,0,0.026582501170922309
438,550,551,5,1,0.35930991054726469
439,551,552,2,1,0.2761008442537361
440,552,553,2,1,0.1332103709208346
441,553,554,1,0,0.24595092548702302
442,554,555,3,0,0.078565127618612188
443,555,556,3,0,0.08989496892337373
444,556,557,5,0,0.054743703890624669
445,557,558,5,0,0.3512933627873509
446,558,559,5,0,0.13938454264486869
447,559,560,5,0,0.057972484694298325
448,560,561,1,0,0.12891311934886154
449,561,562,2,0,0.075143469161815732
450,562,563,2,0,0.22870105868498605
451,563,564,5,0,0.090841833347289805
452,565,566,4,0,0.045432283887107849
453,566,567,5,1,0.092471092257776291
454,567,568,1,0,0.15092729153973772
455,568,569,1,0,0.10999677833426311
456,569,570,2,0,0.095417735122237848
457,572,573,5,0,0.14875633478973602
458,573,574,1,1,0.19544738290133856
459,574,575,1,0,0.12115801078307867
460,575,576,3,1,0.64529795531294676
461,576,577,1,0,0.10226748246807255
462,578,579,4,0,0.17667546669244344
463,579,580,3,0,0.14580219013115331
464,581,582,4,0,0.12175217464786477
465,582,583,3,0,0.10417117718939567
466,583,584,5,0,0.10719033266461338
467,584,585,5,0,0.093607172478002182
468,585,586,2,0,0.20322921590256252
469,586,587,3,1,0.46002989455175203
470,588,589,3,0,0.084669501889391721
471,589,590,5,0,0.046004299057007883
472,590,591,4,0,0.050828417934265936
473,591,592,3,0,0.040410882814291234
474,593,594,3,0,0.11027800304189131
475,594,595,2,0,0.096553410140676255
476,595,596,2,0,0.074942868651676223
477,596,597,1,0,0.10259824813788782
478,597,598,2,0,0.35052370052796356
479,598,599,5,0,0.74197298152107283
480,600,601,2,0,0.035731644137634667
481,601,602,2,1,0.29125176579302925
482,602,603,5,0,0.05598730480899506
483,603,604,4,0,0.67796627869760018
484,604,605,1,0,0.32559512770869381
485,605,606,2,0,0.61117347960988211
486,606,607,2,0,0.14722287426648656
487,607,608,1,0,0.18386126571321521
488,608,609,4,0,0.044184311664442102
489,609,610,2,0,0.22693421412361464
490,610,611,1,0,0.072572979637673576
491,611,612,3,1,0.15826078607016528
492,613,614,4,0,0.56941062089756089
493,614,615,3,0,0.70860174955933386
494,615,616,1,0,0.027605163486944095
495,616,617,1,0,0.20999970291693462
496,617,618,4,0,0.031097832969053857
497,619,620,2,0,0.015005135622308491
498,620,621,1,0,0
499,621,622,5,0,0.13495165002150472
500,622,623,1,0,0.18904863240836739
501,623,624,4,0,0.20217644186878556
502,624,625,4,0,0.22969713478272669
503,627,628,5,0,0.22330536601462042
504,628,629,4,0,0.19767736727122795
505,630,631,3,0,0.20362121793869722
506,631,632,4,0,0.20757706640048276
507,632,633,2,0,0.1222918443611271
508,633,634,2,0,0.32057150311997579
509,634,635,2,0,0.068339629042822703
510,635,636,2,0,0.24833432570783762
511,636,637,4,0,0.13310322049292436
512,637,638,2,0,0.10953573589206297
513,638,639,2,0,0.063275976796784192
514,640,641,1,0,0.076966279490845543
515,642,643,2,0,0.034450500773946104
516,643,644,2,0,0.10849625475249061
517,644,645,2,0,0.205940788756965
518,646,647,2,1,0.27191439581312699
519,647,648,5,0,0.12319968642975122
520,648,649,2,1,0.76153274245566649
521,649,650,1,0,0.55323140699539863
522,650,651,1,0,0.23216631378619779
523,651,652,4,0,0.086962282433984794
524,652,653,3,0,0.12447847647498857
525,656,657,2,0,0.083750008576239945
526,657,658,4,1,0.046256278127620128
527,658,659,5,0,0.088548889165564054
528,659,660,4,0,0.26335838537837064
529,660,661,5,0,0.056533313964515615
530,661,662,5,1,0.1470633308684616
531,662,663,1,0,0.12770320466990548
532,663,664,5,0,0.057350114492384613
533,664,665,3,0,0.32662329627544912
534,666,667,5,0,0.19547238784150578
535,667,668,4,0,0.12553941796687623
536,671,672,2,1,0.18208981371993802
537,672,673,2,1,0.70335392735405378
538,674,675,5,0,0.027012543312529065
539,675,676,4,1,0.72397090720903645
540,676,677,4,1,0.728668767706936
541,677,678,4,0,0.01816423463770726
542,679,680,4,0,0.15742681502274247
543,680,681,1,0,0.037031675320212828
544,681,682,2,0,0.284946739380467
545,682,683,4,0,0.12225486509745159
546,683,684,4,0,0.035198354631578242
547,684,685,4,0,0.10743313728323395
548,685,686,1,0,0.16119833151504498
549,686,687,1,1,0.11767123894905851
550,687,688,1,0,0.083552939855323333
551,688,689,3,0,0.087517430849808772
552,690,691,4,0,0.09861508585250281
553,692,693,2,1,0.67070189257334312
554,693,694,4,0,0.26264839566826198
555,694,695,3,0,0.051586972080946099
556,695,696,5,0,0.27732592441758425
557,697,698,4,0,0.31421308195779429
558,698,699,2,0,0.068148105002744139
559,699,700,4,0,0.16784553528926041
560,700,701,1,0,0.13070936441695544
561,701,702,4,0,0.1310471074217093
562,703,704,2,1,0.50674940559397297
563,704,705,2,0,0.61759436129931478
564,707,708,2,0,0.64221406773109546
565,708,709,1,0,0.23937288571734458
566,709,710,4,0,0.2772669751463932
567,710,711,1,0,0.13964724800919545
568,712,713,1,0,0.26616335130134239
569,713,714,3,0,0.23575152685645728
570,715,716,4,0,0.11145257919284894
571,716,717,1,0,0.059506146509239077
572,717,718,3,1,0.14614604418955829
573,718,719,1,0,0.28478453859238229
574,719,720,5,0,0.10718478606617786
575,720,721,3,0,0.23317630982902474
576,721,722,4,1,0.12356062642820197
577,722,723,4,0,0.18391391154869233
578,723,724,3,0,0.13952191805976419
579,724,725,1,0,0.32553995586951961
580,725,726,3,1,0.25996278754216651
581,729,730,3,1,0.37538419357369007
582,731,732,5,0,0.068937862454057419
583,732,733,2,0,0.22162805596076088
584,733,734,2,0,0.24200992485216288
585,734,735,3,0,0.083692704743565605
586,735,736,2,0,0.080223774062107484
587,736,737,5,0,0.10138946129954171
588,737,738,4,0,0.026507890439116309
589,738,739,5,0,0.056905355178357341
590,739,740,4,1,0.64341401004345622
591,740,741,3,0,0.044113377007595406
592,741,742,3,0,0.1860182475564742
593,742,743,4,0,0.044291219248436341
594,743,744,2,0,0.13856621889213941
595,744,745,4,0,0.027776021275079204
596,745,746,4,0,0.051990647861237929
597,747,748,3,1,0.1382401142745959
598,748,749,4,1,0.19245684901325846
599,750,751,1,0,0.12577036840401601
600,751,752,4,0,0.58822094423461413
601,752,753,2,1,0.18810637471909666
602,753,754,3,0,0.087992070239208728
603,754,755,1,0,0.1388279166565603
604,755,756,3,0,0.069386493531584076
605,757,758,4,1,0.23688578511747133
606,758,759,3,0,0.093885909617076851
607,759,760,3,0,0.257685671220793
608,761,762,2,0,0.18812275736671044
609,763,764,3,0,0.20650166332490194
610,764,765,2,0,0.063751226277413947
611,765,766,2,0,0.1058059094510357
612,766,767,1,0,0.04801049016863472
613,767,768,5,0,0.093534454276517159
614,768,769,4,0,0.17381162346737616
615,769,770,1,0,0.063224690244684759
616,770,771,1,0,0.10072123262258591
617,771,772,5,0,0.2659845008955366
618,772,773,3,0,0.16477151012070188
619,773,774,5,0,0.043063677910658328
620,774,775,5,0,0.20808875938349181
621,775,776,2,0,0.44497797430322161
622,776,777,4,0,0.11360433359338222
623,778,779,3,1,0.64033216911757018
624,779,780,3,0,0.20260518164098282
625,781,782,4,0,0.19037139789854013
626,782,783,1,1,0.8019153575851653
627,783,784,4,1,0.2512501710026005
628,785,786,5,0,0.25293219447241416
629,786,787,5,0,0.20307250568833063
630,787,788,1,0,0.067003854496638884
631,789,790,3,0,0.20426318469120194
632,790,791,3,0,0.52127085765458547
633,791,792,4,0,0.19089899889369707
634,792,793,4,0,0.17411437505519267
635,793,794,4,0,0.2751071415990593
636,794,795,3,0,0.13726263828168864
637,795,796,5,0,0.077757326772325372
638,796,797,5,0,0.30999929913191776
639,800,801,4,0,0.17760244395686192
640,801,802,2,1,0.61467303498495107
641,803,804,3,0,0.24896372119322993
642,805,806,2,0,0.057687980334770343
643,806,807,2,0,0.21985859794991849
644,807,808,5,1,0.43159153538697725
645,808,809,3,0,0.19755949623702476
646,809,810,3,0,0.039804772802213471
647,810,811,2,0,0.14122786932145864
648,811,812,5,0,0.019106923458215103
649,812,813,1,0,0.21655755727486245
650,813,814,4,0,0.08365640920233372
651,814,815,4,1,0.68174123317024082
652,815,816,5,0,0.20123552354470406
653,816,817,5,1,0.52677347771243621
654,817,818,5,0,0.14347644295978507
655,819,820,5,0,0.071588097524205613
656,820,821,5,0,0.21726072098957558
657,821,822,3,1,0.34616497645015326
658,822,823,2,0,0.16251373926307705
659,823,824,1,0,0.15364492907971186
660,826,827,4,0,0.52126099695143424
661,827,828,4,0,0.25202630516940999
662,828,829,4,0,0.13856019607129505
663,829,830,5,0,0.066230122878719697
664,830,831,5,0,0.086495925070100885
665,831,832,5,0,0.57443548300830116
666,832,833,5,1,0.065042688639359122
667,833,834,1,0,0.14323057378557374
668,834,835,3,0,0.17034530104845183
669,835,836,4,1,0.19714566664195268
670,836,837,2,0,0.70344987591459796
671,837,838,4,0,0.088186020955216701
672,839,840,4,1,0.39346639121282129
673,840,841,5,0,0.38716308988812193
674,842,843,3,0,0.16076405406185537
675,843,844,3,1,0.30893702919592175
676,844,845,5,0,0.10970624734782099
677,847,848,2,1,0.68606452651686622
678,848,849,2,1,0.70139737063559204
679,849,850,1,0,0.27280561436143713
680,850,851,2,0,0.34568556210129703
681,853,854,3,0,0.076963613529512892
682,854,855,3,0,0.10501469044443808
683,855,856,1,0,0.11590622978533789
684,857,858,5,1,0.78126491195807191
685,858,859,4,0,0.088506479788007228
686,859,860,3,0,0.15513720733497668
687,860,861,5,0,0.18486978468240542
688,861,862,2,0,0.038529509329141377
689,862,863,3,1,0.7570504030975197
690,863,864,4,0,0.17193350381604433
691,865,866,1,0,0.13872434446221685
692,866,867,2,0,0.13495582381545851
693,867,868,3,0,0.13172937054672151
694,868,869,1,0,0.047385359962903023
695,870,871,3,0,0.21429820049394824
696,872,873,3,0,0.01855151637153717
697,875,876,4,0,0.22922048267895506
698,876,877,4,0,0.016551633239096409
699,877,878,5,0,0.18864470443841025
700,878,879,3,0,0.085756494709357034
701,879,880,5,0,0.61307696734883266
702,880,881,1,0,0.1355378358081907
703,881,882,4,1,0
704,882,883,3,0,0.079711773403540936
705,884,885,2,1,0.15491588060580361
706,886,887,5,0,0.080317679136194434
707,887,888,2,0,0.10381671236436597
708,888,889,1,0,0.19083708089856113
709,889,890,4,0,0.064847497585120858
710,890,891,5,0,0.20853715180852828
711,891,892,3,0,0.49818662208139974
712,892,893,3,0,0.13461494908478785
713,893,894,2,0,0.0078155987088056687
714,894,895,4,1,0.18035826777452063
715,895,896,4,0,0.093518675076881816
716,896,897,3,1,0.71780743138691483
717,898,899,5,1,0.17247584516887376
718,899,900,2,0,0.1422042061243749
719,900,901,5,0,0.20952338037904258
720,901,902,4,0,0.13020997461540437
721,902,903,4,0,0.086689008306992346
722,903,904,2,0,0.13100569134071424
723,904,905,2,0,0.66604162316100934
724,905,906,1,0,0.27051959785580576
725,906,907,2,1,0.69587313397175909
726,907,908,2,0,0.098234831666554612
727,909,910,1,0,0.06718623553355485
728,911,912,4,0,0.086727682491485866
729,913,914,3,0,0.14424987926666377
730,914,915,5,0,0.084011952195667372
731,915,916,1,0,0.33478907433576865
732,916,917,1,0,0.0084395768826614655
733,917,918,1,1,0.39708204711735468
734,919,920,2,0,0.05304929361751997
