test_position,row_id,original_id,y_true,final_sklearn_score,final_sklearn_label,final_sklearn_threshold_margin,final_weka_score,final_weka_label,final_weka_threshold_margin,abs_score_difference
36,197,198,0,0.11894364797812781,0,-0.21259748857621338,0.11894377691931667,0,-0.21259735963502452,1.2894118885109496e-07
37,198,199,0,0.081939691293251182,0,-0.24960144526109002,0.081936009659929407,0,-0.24960512689441178,3.6816333217754016e-06
38,201,202,0,0.18227821070416636,0,-0.14926292585017484,0.18230631798083266,0,-0.14923481857350854,2.8107276666300418e-05
39,205,206,0,0.098892161332736137,0,-0.23264897522160505,0.098894008172681735,0,-0.23264712838165946,1.846839945598977e-06
40,209,210,0,0.12879951770709805,0,-0.20274161884724315,0.12880327016413726,0,-0.20273786639020394,3.7524570392077905e-06
41,210,211,0,0.088385732392494476,0,-0.24315540416184672,0.088388919629384805,0,-0.24315221692495639,3.1872368903285153e-06
42,212,213,0,0.12703387965255067,0,-0.20450725690179053,0.12699612027415827,0,-0.20454501628018293,3.7759378392399068e-05
43,214,215,0,0.61133182155414922,1,0.27979068499980803,0.61131721038364728,1,0.27977607382930608,1.4611170501943604e-05
44,215,216,0,0.27502321867593726,0,-0.056517917878403934,0.27500770685119091,0,-0.056533429703150284,1.5511824746350378e-05
45,220,221,1,0.64335791830331113,1,0.31181678174896993,0.64335670577448512,1,0.31181556922014392,1.2125288260111944e-06
46,226,227,0,0.16173661373473611,0,-0.16980452281960509,0.16173542064227789,0,-0.16980571591206331,1.1930924582181923e-06
47,238,239,1,0.11962996582730261,0,-0.21191117072703858,0.11964315565629095,0,-0.21189798089805023,1.3189828988346974e-05
48,239,240,1,0.018988271328876854,0,-0.31255286522546433,0.018993430269873914,0,-0.31254770628446726,5.1589409970596856e-06
49,243,244,0,0.29432877227605081,0,-0.037212364278290389,0.29431677695433511,0,-0.037224359600006085,1.1995321715696505e-05
50,244,245,0,0.44662546603567532,1,0.11508432948133412,0.44663664081936094,1,0.11509550426501974,1.1174783685619083e-05
51,246,247,0,0.16363393352415662,0,-0.16790720303018458,0.16364364214122137,0,-0.16789749441311982,9.7086170647575631e-06
52,247,248,0,0.11703540969177718,0,-0.21450572686256403,0.117130858096529,0,-0.21441027845781219,9.5448404751813376e-05
53,248,249,0,0.17429172207707957,0,-0.15724941447726162,0.17430527050769468,0,-0.15723586604664652,1.3548430615101248e-05
54,249,250,0,0.096454857834311597,0,-0.2350862787200296,0.096472150113876151,0,-0.23506898644046503,1.7292279564554147e-05
55,250,251,0,0.50766430897086401,1,0.17612317241652281,0.50764234221099014,1,0.17610120565664894,2.1966759873870423e-05
56,253,254,0,0.069386668792038503,0,-0.26215446776230267,0.069408207844118761,0,-0.26213292871022242,2.1539052080257748e-05
57,255,256,0,0.080410311426898876,0,-0.25113082512744234,0.080570872814832231,0,-0.25097026373950898,0.00016056138793335561
58,260,261,0,0,0,-0.3315411365543412,8.3138522300330143e-08,0,-0.33154105341581891,8.3138522300330143e-08
59,261,262,0,0.17143336099800188,0,-0.16010777555633932,0.17125724943973308,0,-0.16028388711460811,0.00017611155826879887
60,262,263,0,0.13202914973560084,0,-0.19951198681874036,0.13202210536790268,0,-0.19951903118643852,7.0443676981613024e-06
61,263,264,0,0.055743379976820634,0,-0.27579775657752059,0.055751492641495204,0,-0.27578964391284599,8.1126646745699471e-06
62,265,266,0,0.14474947286311196,0,-0.18679166369122924,0.14472215592588197,0,-0.18681898062845922,2.7316937229987515e-05
63,266,267,0,0.2133892621140964,0,-0.1181518744402448,0.21336511232280003,0,-0.11817602423154117,2.4149791296362855e-05
64,277,278,0,0.16715240689090058,0,-0.16438872966344062,0.16719210976466348,0,-0.16434902678967772,3.9702873762897939e-05
65,279,280,0,0.04717351592112537,0,-0.28436762063321586,0.047107312337888639,0,-0.28443382421645258,6.6203583236730534e-05
66,294,295,0,0.39646885994777903,1,0.064927723393437831,0.39654475668173333,1,0.065003620127392137,7.5896733954305962e-05
67,304,305,0,0.085032072900760411,0,-0.24650906365358077,0.08502152660369891,0,-0.24651960995064229,1.0546297061500565e-05
68,305,306,0,0.12110361923611863,0,-0.21043751731822258,0.12112132391680644,0,-0.21041981263753476,1.7704680687805063e-05
69,306,307,0,0.17732265335091688,0,-0.15421848320342432,0.17732455663175117,0,-0.15421657992259002,1.9032808342978047e-06
70,309,310,0,0.10309570275582533,0,-0.22844543379851587,0.10308616995472689,0,-0.22845496659961431,9.5328010984441214e-06
71,313,314,1,0.44784281095924677,1,0.11630167440490558,0.44788010031172265,1,0.11633896375738145,3.7289352475877724e-05
72,315,316,1,0.15110027507626966,0,-0.18044086147807153,0.15108283560863525,0,-0.18045830094570595,1.7439467634411399e-05
73,326,327,1,0.38681388618137563,1,0.055272749627034434,0.38680959007212307,1,0.055268453517781868,4.2961092525661826e-06
74,337,338,0,0.16143169322752188,0,-0.17010944332681932,0.16156886099013168,0,-0.16997227556420952,0.00013716776260980224
75,338,339,1,0.15857094385178427,0,-0.17297019270255692,0.15840744148938052,0,-0.17313369506496068,0.00016350236240375571
76,351,352,0,0.22055003924975258,0,-0.11099109730458862,0.2205579418427665,0,-0.1109831947115747,7.9025930139198231e-06
77,354,355,0,0.66173494853974957,1,0.33019381198540837,0.66171263826412396,1,0.33017150170978277,2.2310275625603282e-05
78,361,362,0,0.015105302829456753,0,-0.31643583372488443,0.015163582543947828,0,-0.31637755401039336,5.8279714491075302e-05
79,367,368,0,0.45649978120375545,1,0.12495864464941425,0.45650010757953025,1,0.12495897102518905,3.2637577479510682e-07
80,368,369,0,0.41805612818224092,1,0.086514991627899718,0.41955787243474746,1,0.088016735880406261,0.0015017442525065428
81,379,380,1,0.13482474617000198,0,-0.19671639038433922,0.13484140765590855,0,-0.19669972889843265,1.6661485906566131e-05
82,385,386,0,0.079299319774590024,0,-0.25224181677975116,0.079299852524829517,0,-0.25224128402951168,5.3275023949306277e-07
83,387,388,1,0.34891422648628956,1,0.01737308993194836,0.34891098566187695,1,0.017369849107535751,3.2408244126092001e-06
84,391,392,1,0.1347421662936438,0,-0.1967989702606974,0.13478826157897872,0,-0.19675287497536248,4.6095285334918357e-05
85,395,396,0,0.089343715707320706,0,-0.24219742084702051,0.088766612469548395,0,-0.2427745240847928,0.00057710323777231121
86,396,397,0,0.080620730312456215,0,-0.250920406241885,0.080614366600281234,0,-0.25092676995405994,6.3637121749809955e-06
87,411,412,0,0.15684775437910922,0,-0.17469338217523198,0.15685649435053184,0,-0.17468464220380936,8.7399714226166214e-06
88,431,432,1,0.077071882527926183,0,-0.25446925402641501,0.077123509770728266,0,-0.2544176267836129,5.1627242802082529e-05
89,435,436,1,0.59019580307607444,1,0.25865466652173325,0.59020034736047944,1,0.25865921080613824,4.5442844049947695e-06
90,441,442,0,0.22200356367648888,0,-0.10953757287785232,0.22206267451718101,0,-0.10947846203716019,5.911084069212813e-05
91,443,444,0,0.024223725622928422,0,-0.30731741093141279,0.024282058169461808,0,-0.30725907838487937,5.8332546533385737e-05
92,446,447,0,0.040308861426109392,0,-0.2912322751282318,0.040305286722034969,0,-0.29123584983230622,3.5747040744230074e-06
93,448,449,0,0.049554939587258123,0,-0.28198619696708305,0.049554495276359009,0,-0.28198664127798218,4.4431089911423083e-07
94,461,462,0,0.084019312629661072,0,-0.24752182392468014,0.083989921523638364,0,-0.24755121503070282,2.9391106022708113e-05
95,469,470,0,0.11606440917196696,0,-0.21547672738237422,0.11608336082662631,0,-0.21545777572771491,1.8951654659343786e-05
96,474,475,0,0.16708725101659602,0,-0.16445388553774518,0.16710158981875564,0,-0.16443954673558556,1.4338802159619135e-05
97,476,477,0,0.15723351962863924,0,-0.17430761692570196,0.15733133802764523,0,-0.17420979852669596,9.7818399005994427e-05
98,477,478,0,0.2210719447954049,0,-0.1104691917589363,0.22094866840380509,0,-0.11059246815053611,0.00012327639159981363
99,487,488,0,0.080565421975686793,0,-0.25097571457865442,0.080568557240688551,0,-0.25097257931365263,3.1352650017579808e-06
100,499,500,0,0.35049078067145006,1,0.018949644117108866,0.35050988879149142,1,0.018968752237150222,1.9108120041355647e-05
101,501,502,0,0.64537353143323295,1,0.31383239487889175,0.64543924198094527,1,0.31389810542660407,6.5710547712316547e-05
102,505,506,0,0.27208918834797574,0,-0.059451948206365457,0.27184279917078552,0,-0.059698337383555677,0.00024638917719022047
103,507,508,0,0.22621373469533723,0,-0.10532740185900397,0.22578137557803332,0,-0.10575976097630788,0.00043235911730390986
104,508,509,0,0.24412715412221958,0,-0.087413982432121617,0.24400485579212389,0,-0.087536280762217311,0.00012229833009569369
105,523,524,1,0.084424058918655148,0,-0.24711707763568605,0.084474844832269746,0,-0.24706629172207145,5.0785913614598277e-05
106,524,525,0,0.039910891286766163,0,-0.29163024526757503,0.039941311355225773,0,-0.29159982519911543,3.0420068459609262e-05
107,526,527,0,0.47315634731969647,1,0.14161521076535527,0.47312781663970371,1,0.14158668008536252,2.8530679992755381e-05
108,533,534,1,0.69704615263925895,1,0.36550501608491776,0.6970414131222743,1,0.3655002765679331,4.739516984653136e-06
109,535,536,0,0.10817314629496068,0,-0.22336799025938053,0.10817706550270734,0,-0.22336407105163386,3.9192077466582154e-06
110,540,541,0,0.12048246703367645,0,-0.21105866952066477,0.12050327447793056,0,-0.21103786207641062,2.0807444254117291e-05
111,543,544,0,0.095268938858066296,0,-0.23627219769627489,0.095281826165832459,0,-0.23625931038850873,1.288730776616287e-05
112,564,565,0,0.73215076224775055,1,0.40060962569340935,0.7321513157733871,1,0.4006101792190459,5.5352563654853526e-07
113,570,571,0,0.11786096405409641,0,-0.21368017250024479,0.11786283804604558,0,-0.21367829850829562,1.8739919491750356e-06
114,571,572,0,0.19582881759500101,0,-0.13571231895934019,0.19566146768448722,0,-0.13587966886985398,0.00016734991051378656
115,577,578,0,0.14646939837322326,0,-0.18507173818111794,0.14645160359851717,0,-0.18508953295582403,1.7794774706092475e-05
116,580,581,1,0.27874038971804288,0,-0.052800746836298318,0.2786357499043346,0,-0.052905386650006603,0.0001046398137082849
117,587,588,1,0.14665971209134765,0,-0.18488142446299355,0.14666903127465428,0,-0.18487210527968692,9.3191833066275098e-06
118,592,593,0,0.12230579652818575,0,-0.20923534002615546,0.12229105193294447,0,-0.20925008462139671,1.4744595241283909e-05
119,599,600,1,0.29883548257970266,0,-0.032705653974638538,0.2988330353444299,0,-0.0327081012099113,2.4472352727622493e-06
120,612,613,0,0.25414741973437166,0,-0.077393716819969538,0.25352390070874914,0,-0.078017235845592059,0.00062351902562252093
121,618,619,0,0.15054595733509157,0,-0.18099517921924962,0.15062515063615481,0,-0.18091598591818639,7.9193301063235078e-05
122,625,626,0,0.22091432652361798,0,-0.11062681003072322,0.22093102452616903,0,-0.11061011202817217,1.6698002551052138e-05
123,626,627,0,0.11307816903800287,0,-0.21846296751633831,0.11311377447880032,0,-0.21842736207554087,3.5605440797448207e-05
124,629,630,0,0.11506666922758572,0,-0.21647446732675546,0.11508189824947501,0,-0.21645923830486619,1.5229021889287542e-05
125,639,640,0,0.10921427343525059,0,-0.22232686311909061,0.10919806061163033,0,-0.22234307594271085,1.6212823620256889e-05
126,641,642,0,0.17081150088267713,0,-0.16072963567166407,0.17080295475589113,0,-0.16073818179845006,8.5461267859965329e-06
127,645,646,0,0.23821727059731249,0,-0.093323865957028712,0.23821710369862334,0,-0.093324032855717859,1.6689868914676609e-07
128,653,654,1,0.23512438337647232,0,-0.09641675317786888,0.23508973449736661,0,-0.096451402056974583,3.4648879105703134e-05
129,654,655,0,0.1751267868037561,0,-0.1564143497505851,0.17515300002151488,0,-0.15638813653282632,2.6213217758780383e-05
130,655,656,1,0.063906633522660822,0,-0.26763450303168035,0.063839607362929332,0,-0.26770152919141188,6.7026159731489732e-05
131,665,666,0,0.14552269233353252,0,-0.18601844422080868,0.14452028877838721,0,-0.18702084777595399,0.0010024035551453037
132,668,669,0,0.67241810157377468,1,0.34087696501943349,0.67242896210159564,1,0.34088782554725444,1.0860527820955035e-05
133,669,670,1,0.63064181836745781,1,0.29910068181311661,0.63062710689716794,1,0.29908597034282675,1.4711470289863193e-05
134,670,671,0,0.49491075103508864,1,0.16336961448074744,0.49491089605322236,1,0.16336975949888116,1.4501813372369554e-07
135,673,674,1,0.7910979604934717,1,0.4595568239391305,0.79096458298502825,1,0.45942344643068705,0.00013337750844344409
136,678,679,0,0.13756957267286754,0,-0.19397156388147366,0.13757183922154903,0,-0.19396929733279217,2.2665486814898994e-06
137,689,690,0,0.11607945554308463,0,-0.21546168101125657,0.11603110028501235,0,-0.21551003626932885,4.835525807228569e-05
138,691,692,0,0.30922828311324696,0,-0.022312853441094238,0.30907699843412956,0,-0.022464138120211641,0.00015128467911740273
139,696,697,0,0.065485987269910811,0,-0.26605514928443041,0.065470739819301876,0,-0.26607039673503929,1.5247450608935065e-05
140,702,703,1,0.17387978863478856,0,-0.15766134791955264,0.17389833456293216,0,-0.15764280199140904,1.8545928143598456e-05
141,705,706,1,0.08700878367759679,0,-0.24453235287674441,0.087117720850101388,0,-0.24442341570423981,0.00010893717250459733
142,706,707,0,0.3441231435976333,1,0.012582007043292098,0.34417830779807962,1,0.012637171243738421,5.5164200446322642e-05
143,711,712,0,0.16991570526464067,0,-0.16162543128970053,0.16990930248275801,0,-0.16163183407158319,6.4027818826584149e-06
144,714,715,0,0.081199417741152261,0,-0.25034171881318895,0.081189692034022404,0,-0.25035144452031877,9.7257071298567643e-06
145,726,727,0,0.15375668563770575,0,-0.17778445091663544,0.15379819658339128,0,-0.17774293997094992,4.1510945685524492e-05
146,727,728,0,0.20528793788948788,0,-0.12625319866485332,0.20529250558530288,0,-0.12624863096903832,4.5676958149998281e-06
147,728,729,0,0.06184296052184992,0,-0.2696981760324913,0.061864687747472828,0,-0.26967644880686836,2.1727225622908408e-05
148,730,731,0,0.093066741867273248,0,-0.23847439468706794,0.093040181148272685,0,-0.23850095540606853,2.6560719000562338e-05
149,746,747,0,0.093540533124942593,0,-0.23800060342939861,0.093500316287324983,0,-0.23804082026701623,4.0216837617609857e-05
150,749,750,1,0.58239257060513427,1,0.25085143405079308,0.58240141967224512,1,0.25086028311790393,8.8490671108498731e-06
151,756,757,0,0.057104986910498957,0,-0.27443614964384222,0.057116810965901578,0,-0.2744243255884396,1.1824055402620548e-05
152,760,761,1,0.4524327390911082,1,0.12089160253676701,0.45243981468529559,1,0.1208986781309544,7.0755941873890116e-06
153,762,763,0,0.097697714244175324,0,-0.23384342231016586,0.09770042043028114,0,-0.23384071612406004,2.7061861058164105e-06
154,777,778,0,0.19131110741388088,0,-0.14023002914046032,0.19130330961060368,0,-0.14023782694373751,7.7978032771985895e-06
155,780,781,0,0.45212992885183878,1,0.12058879229749758,0.45198505387320015,1,0.12044391731885895,0.00014487497863863164
156,784,785,1,0.1680297005686755,0,-0.1635114359856657,0.16812803648274649,0,-0.16341310007159471,9.8335914070990516e-05
157,788,789,0,0.12921956199819157,0,-0.20232157455614963,0.12921372023535138,0,-0.20232741631898982,5.8417628401863375e-06
158,797,798,0,0.14984976609551823,0,-0.18169137045882297,0.14978708068881316,0,-0.18175405586552804,6.2685406705065283e-05
159,798,799,0,0.67779413119104481,1,0.34625299463670361,0.67775405743587658,1,0.34621292088153538,4.0073755168235081e-05
160,799,800,0,0.0081349290518630182,0,-0.32340620750247817,0.0081513770254848204,0,-0.3233897595288564,1.6447973621802267e-05
161,802,803,0,0.067013907723799004,0,-0.26452722883054219,0.067019497553726839,0,-0.26452163900061437,5.5898299278350772e-06
162,804,805,0,0.097843977948489966,0,-0.23369715860585122,0.097908520340871302,0,-0.2336326162134699,6.4542392381336522e-05
163,818,819,0,0.14667464909275285,0,-0.18486648746158835,0.14642258185712517,0,-0.18511855469721603,0.00025206723562767874
164,824,825,1,0.055051372917037121,0,-0.2764897636373041,0.055097170810062927,0,-0.27644396574427826,4.579789302580628e-05
165,825,826,0,0.21584713640391176,0,-0.11569400015042944,0.21589502205146791,0,-0.11564611450287329,4.7885647556145106e-05
166,838,839,0,0.079855389690711792,0,-0.25168574686362943,0.079858075318332361,0,-0.25168306123600881,2.6856276205688978e-06
167,841,842,0,0.021077534466083458,0,-0.31046360208825774,0.021072171436107543,0,-0.31046896511823363,5.3630299759153954e-06
168,845,846,0,0.11218176944991506,0,-0.21935936710442613,0.1122120381325015,0,-0.2193290984218397,3.0268682586431783e-05
169,846,847,0,0.13769008738720273,0,-0.19385104916713847,0.13769228008604659,0,-0.19384885646829461,2.192698843855867e-06
170,851,852,0,0.51496790543037996,1,0.18342676887603876,0.51497693123877863,1,0.18343579468443744,9.0258083986771709e-06
171,852,853,0,0.12466267717082558,0,-0.20687845938351562,0.12467291942139865,0,-0.20686821713294257,1.0242250573069822e-05
172,856,857,1,0.42920578626816941,1,0.097664649713828211,0.42919077133639305,1,0.097649634782051853,1.5014931776358154e-05
173,864,865,0,0.014004513836924613,0,-0.31753662271741656,0.014056351978040409,0,-0.3174847845763008,5.1838141115796363e-05
174,869,870,0,0.093104368220638417,0,-0.23843676833370278,0.093254023559827787,0,-0.23828711299451341,0.00014965533918936957
175,871,872,0,0.032028394744015323,0,-0.29951274181032589,0.032102059221584642,0,-0.29943907733275654,7.3664477569318487e-05
176,873,874,0,0.12320367235140747,0,-0.20833746420293373,0.12329048706957202,0,-0.20825064948476918,8.6814718164546223e-05
177,874,875,0,0.21352996815797323,0,-0.11801116839636797,0.21351834427261954,0,-0.11802279228172166,1.1623885353695407e-05
178,883,884,0,0.14735061445819039,0,-0.1841905220961508,0.14724844731390965,0,-0.18429268924043155,0.00010216714428074036
179,885,886,0,0.14987423127217872,0,-0.18166690528216248,0.14986817469181213,0,-0.18167296186252907,6.0565803665924012e-06
180,897,898,1,0.73554079712142073,1,0.40399966056707953,0.7355252460741375,1,0.4039841095197963,1.555104728323542e-05
181,908,909,0,0.076029361178749477,0,-0.25551177537559172,0.076042716439546618,0,-0.25549842011479457,1.3355260797140445e-05
182,910,911,0,0.614109496765192,1,0.2825683602108508,0.61412003163357598,1,0.28257889507923478,1.0534868383982321e-05
183,912,913,0,0.040394740919601678,0,-0.29114639563473954,0.040472405039366,0,-0.2910687315149752,7.7664119764321582e-05
184,918,919,0,0.12624121595015511,0,-0.20529992060418609,0.12625203685864136,0,-0.20528909969569983,1.0820908486253167e-05
185,920,921,0,0.20383170672420237,0,-0.12770942983013883,0.20381792262239654,0,-0.12772321393194466,1.3784101805830451e-05
186,931,932,1,0.068175334470156168,0,-0.26336580208418503,0.068178365163807,0,-0.26336277139053421,3.0306936508323057e-06
187,932,933,1,0.30509636837877196,0,-0.026444768175569233,0.30507150059556204,0,-0.026469635958779159,2.4867783209925332e-05
188,943,944,1,0.67931361252554778,1,0.34777247597120658,0.67952798962568117,1,0.34798685307133997,0.0002143771001333894
189,960,961,1,0.45567794454889793,1,0.12413680799455673,0.4557020857128572,1,0.124160949158516,2.414116395926813e-05
190,969,970,0,0.075521204021746419,0,-0.25601993253259481,0.075529654854052788,0,-0.25601148170028842,8.4508323063697821e-06
191,970,971,1,0.076440511070542935,0,-0.25510062548379825,0.076447182351328705,0,-0.25509395420301251,6.6712807857693956e-06
192,971,972,0,0.062176006196997216,0,-0.269365130357344,0.062296155658704229,0,-0.26924498089563698,0.00012014946170701285
193,973,974,0,0.085483353899940676,0,-0.24605778265440054,0.085493960866386887,0,-0.24604717568795431,1.0606966446211064e-05
194,977,978,0,0.095338273173477789,0,-0.23620286338086341,0.095347042366219506,0,-0.23619409418812171,8.7691927417171689e-06
195,982,983,1,0.017344611746216633,0,-0.31419652480812454,0.017354542306150481,0,-0.31418659424819073,9.9305599338475603e-06
196,985,986,1,0.25848950038591689,0,-0.073051636168424305,0.25848831955090457,0,-0.073052817003436632,1.1808350123265754e-06
197,987,988,0,0.31522648916514789,0,-0.016314647389193304,0.3245245387665911,0,-0.0070165977877501007,0.0092980496014432035
198,989,990,0,0.52098513246424449,1,0.1894439959099033,0.52102386821945335,1,0.18948273166511215,3.8735755208851863e-05
199,990,991,0,0.20634071407282592,0,-0.12520042248151528,0.20634621997846775,0,-0.12519491657587345,5.5059056418282903e-06
200,996,997,0,0.22925947755272741,0,-0.10228165900161379,0.22926294365981881,0,-0.10227819289452239,3.466107091398829e-06
201,999,1000,0,0.52696675151215422,1,0.19542561495781302,0.52697728910849961,1,0.19543615255415842,1.053759634539464e-05
202,1004,1005,1,0.07461592250076643,0,-0.25692521405357477,0.074632741354994508,0,-0.25690839519934672,1.6818854228078939e-05
203,1009,1010,0,0.12763371204037688,0,-0.20390742451396432,0.12767107151865822,0,-0.20387006503568297,3.7359478281345782e-05
204,1022,1023,0,0.083428308334848406,0,-0.24811282821949279,0.083418970301647896,0,-0.24812216625269329,9.3380332005094102e-06
205,1024,1025,0,0.055567270000528086,0,-0.27597386655381312,0.055583724792422066,0,-0.27595741176191912,1.6454791893980025e-05
206,1034,1035,0,0.31359983031505079,0,-0.017941306239290411,0.31360528570424895,0,-0.01793585085009225,5.4553891981612423e-06
207,1035,1036,1,0.5990524480640973,1,0.2675113115097561,0.59905473208593707,1,0.26751359553159587,2.2840218397712775e-06
208,1037,1038,1,0.10353404730904836,0,-0.22800708924529284,0.10345608650487524,0,-0.22808505004946594,7.7960804173118903e-05
209,1038,1039,0,0.12187770960913888,0,-0.20966342694520232,0.12184914528409806,0,-0.20969199127024313,2.8564325040822403e-05
210,1046,1047,1,0.1988713472681238,0,-0.13266978928621739,0.19887059641101631,0,-0.13267054014332488,7.5085710748989953e-07
211,1048,1049,0,0.088350894809885949,0,-0.24319024174445525,0.088354843929240201,0,-0.243186292625101,3.9491193542517955e-06
212,1049,1050,0,0.18667176145165731,0,-0.14486937510268388,0.18668002726843494,0,-0.14486110928590626,8.2658167776250568e-06
213,1053,1054,0,0.0912686962935228,0,-0.2402724402608184,0.091152313250442971,0,-0.24038882330389821,0.00011638304307982905
214,1056,1057,0,0.28360105520868512,0,-0.047940081345656083,0.28361941968796484,0,-0.047921716866376363,1.8364479279719959e-05
215,1060,1061,1,0.21482860497039113,0,-0.11671253158395006,0.21488276380878119,0,-0.11665837274556001,5.4158838390050423e-05
216,1071,1072,1,0.075492282643691358,0,-0.25604885391064985,0.075507102637819262,0,-0.25603403391652191,1.4819994127904246e-05
217,1077,1078,0,0.041608666769374622,0,-0.28993246978496656,0.04160626880582529,0,-0.2899348677485159,2.3979635493318052e-06
218,1078,1079,0,0.23575356540168338,0,-0.095787571152657819,0.23601602407629232,0,-0.095525112478048874,0.00026245867460894523
219,1084,1085,0,0.13501041841785955,0,-0.19653071813648165,0.13492651837289033,0,-0.19661461818145087,8.3900044969220655e-05
220,1087,1088,0,0.23534494446268842,0,-0.096196192091652782,0.23529259554813958,0,-0.096248541006201616,5.234891454883317e-05
221,1088,1089,0,0.25180065772778465,0,-0.079740478826556549,0.24695378737151794,0,-0.084587349182823263,0.0048468703562667137
222,1089,1090,0,0.070284037041993458,0,-0.26125709951234777,0.070312707071868513,0,-0.26122842948247271,2.8670029875055292e-05
223,1091,1092,0,0.11632473145031877,0,-0.21521640510402243,0.11649512234469479,0,-0.21504601420964642,0.00017039089437602406
224,1093,1094,1,0.40285047517610484,1,0.07130933862176364,0.4011484611378941,1,0.069607324583552899,0.0017020140382107418
