test_position,row_id,original_id,y_true,final_cpp_score,final_cpp_label,final_cpp_threshold_margin,final_weka_score,final_weka_label,final_weka_threshold_margin,abs_score_difference
15,75,76,0,0.23968725351801293,0,-0.091853883036328271,0.23969604028239719,0,-0.09184509627194401,8.7867643842609588e-06
16,82,83,1,0.078511121229809772,0,-0.2530300153245314,0.078515508739547241,0,-0.25302562781479399,4.3875097374690419e-06
17,83,84,0,0.16641095419103594,0,-0.16513018236330526,0.16649327648782519,0,-0.16504786006651601,8.2322296789255622e-05
18,90,91,1,0.7281745034197149,1,0.3966333668653737,0.72821314413271998,1,0.39667200757837878,3.8640713005078098e-05
19,92,93,0,0.23245802417630532,0,-0.099083112378035881,0.23039945709351575,0,-0.10114167946082545,0.0020585670827895641
20,104,105,0,0.65400863191234693,1,0.32246749535800573,0.65404967744501563,1,0.32250854089067443,4.1045532668704254e-05
21,109,110,0,0.31842643985335928,0,-0.01311469670098192,0.31845241405490665,0,-0.013088722499434546,2.5974201547374065e-05
22,113,114,0,0.049605147215882626,0,-0.28193598933845859,0.049525532070591988,0,-0.28201560448374918,7.9615145290638789e-05
23,118,119,0,0.056269880201084088,0,-0.27527125635325711,0.056291556797455081,0,-0.27524957975688613,2.1676596370992507e-05
24,131,132,0,0.22154772603702255,0,-0.10999341051731865,0.22154347283532064,0,-0.10999766371902056,4.2532017019147883e-06
25,141,142,0,0.14981507012885564,0,-0.18172606642548556,0.14984530998203194,0,-0.18169582657230926,3.0239853176294851e-05
26,149,150,0,0.20627540572093486,0,-0.12526573083340634,0.20627662231969288,0,-0.12526451423464832,1.2165987580137205e-06
27,154,155,0,0.12578637209567772,0,-0.20575476445866347,0.1258021256888712,0,-0.20573901086547,1.5753593193473803e-05
28,158,159,1,0.61263635758651591,1,0.28109522103217471,0.61265806727130467,1,0.28111693071696348,2.1709684788762118e-05
29,163,164,0,0.18006224682451288,0,-0.15147888972982831,0.1801130675281217,0,-0.1514280690262195,5.0820703608817075e-05
30,164,165,0,0.044156118049685875,0,-0.28738501850465531,0.044210753437895878,0,-0.28733038311644532,5.4635388210003133e-05
31,176,177,0,0.088215645195033082,0,-0.24332549135930812,0.088217686955328542,0,-0.24332344959901264,2.0417602954597713e-06
32,178,179,0,0.23959034686794006,0,-0.091950789686401135,0.23960768343152725,0,-0.091933453122813952,1.7336563587183607e-05
33,181,182,0,0.039013503532415235,0,-0.29252763302192597,0.03901541432230516,0,-0.29252572223203605,1.9107898899251019e-06
34,188,189,0,0.11001260243611734,0,-0.22152853411822387,0.11001689911862089,0,-0.22152423743572031,4.2966825035545275e-06
35,192,193,0,0.14853215816229254,0,-0.18300897839204866,0.14850719080325744,0,-0.18303394575108375,2.4967359035094061e-05
36,197,198,0,0.11894364797812784,0,-0.21259748857621336,0.11894377691931667,0,-0.21259735963502452,1.2894118882333938e-07
37,198,199,0,0.081939691293251155,0,-0.24960144526109004,0.081936009659929407,0,-0.24960512689441178,3.681633321747646e-06
38,201,202,0,0.1822782107041663,0,-0.14926292585017489,0.18230631798083266,0,-0.14923481857350854,2.8107276666355929e-05
39,205,206,0,0.098892161332736095,0,-0.2326489752216051,0.098894008172681735,0,-0.23264712838165946,1.8468399456406104e-06
40,209,210,0,0.12879951770709805,0,-0.20274161884724315,0.12880327016413726,0,-0.20273786639020394,3.7524570392077905e-06
41,210,211,0,0.088385732392494448,0,-0.24315540416184675,0.088388919629384805,0,-0.24315221692495639,3.1872368903562709e-06
42,212,213,0,0.12703387965255061,0,-0.20450725690179059,0.12699612027415827,0,-0.20454501628018293,3.7759378392343557e-05
43,214,215,0,0.61133182155414956,1,0.27979068499980836,0.61131721038364728,1,0.27977607382930608,1.4611170502276671e-05
44,215,216,0,0.27502321867593732,0,-0.056517917878403878,0.27500770685119091,0,-0.056533429703150284,1.5511824746405889e-05
45,220,221,1,0.64335791830331135,1,0.31181678174897015,0.64335670577448512,1,0.31181556922014392,1.212528826233239e-06
46,226,227,0,0.16173661373473611,0,-0.16980452281960509,0.16173542064227789,0,-0.16980571591206331,1.1930924582181923e-06
47,238,239,1,0.11962996582730247,0,-0.21191117072703874,0.11964315565629095,0,-0.21189798089805023,1.3189828988485752e-05
48,239,240,1,0.018988271328876857,0,-0.31255286522546433,0.018993430269873914,0,-0.31254770628446726,5.1589409970562161e-06
49,243,244,0,0.29432877227605098,0,-0.037212364278290222,0.29431677695433511,0,-0.037224359600006085,1.1995321715863039e-05
50,244,245,0,0.44662546603567516,1,0.11508432948133396,0.44663664081936094,1,0.11509550426501974,1.1174783685785616e-05
51,246,247,0,0.16363393352415651,0,-0.16790720303018469,0.16364364214122137,0,-0.16789749441311982,9.7086170648685854e-06
52,247,248,0,0.11703540969177721,0,-0.21450572686256397,0.117130858096529,0,-0.21441027845781219,9.544840475178562e-05
53,248,249,0,0.17429172207707966,0,-0.15724941447726154,0.17430527050769468,0,-0.15723586604664652,1.3548430615017981e-05
54,249,250,0,0.096454857834311611,0,-0.23508627872002957,0.096472150113876151,0,-0.23506898644046503,1.7292279564540269e-05
55,250,251,0,0.50766430897086401,1,0.17612317241652281,0.50764234221099014,1,0.17610120565664894,2.1966759873870423e-05
56,253,254,0,0.069386668792038475,0,-0.26215446776230272,0.069408207844118761,0,-0.26213292871022242,2.1539052080285503e-05
57,255,256,0,0.08041031142689968,0,-0.2511308251274415,0.080570872814832231,0,-0.25097026373950898,0.0001605613879325507
58,260,261,0,0,0,-0.3315411365543412,8.3138522300330143e-08,0,-0.33154105341581891,8.3138522300330143e-08
59,261,262,0,0.17143336099800166,0,-0.16010777555633954,0.17125724943973308,0,-0.16028388711460811,0.00017611155826857683
60,262,263,0,0.13202914973560079,0,-0.19951198681874041,0.13202210536790268,0,-0.19951903118643852,7.0443676981057912e-06
61,263,264,0,0.05574337997682062,0,-0.27579775657752059,0.055751492641495204,0,-0.27578964391284599,8.1126646745838249e-06
62,265,266,0,0.14474947286311207,0,-0.18679166369122913,0.14472215592588197,0,-0.18681898062845922,2.7316937230098537e-05
63,266,267,0,0.21338926211409648,0,-0.11815187444024472,0.21336511232280003,0,-0.11817602423154117,2.4149791296446121e-05
64,277,278,0,0.16715240689090047,0,-0.16438872966344073,0.16719210976466348,0,-0.16434902678967772,3.9702873763008961e-05
65,279,280,0,0.047173515921125314,0,-0.28436762063321586,0.047107312337888639,0,-0.28443382421645258,6.6203583236675023e-05
66,294,295,0,0.39646885994777947,1,0.064927723393438275,0.39654475668173333,1,0.065003620127392137,7.5896733953861872e-05
67,304,305,0,0.085032072900760411,0,-0.24650906365358077,0.08502152660369891,0,-0.24651960995064229,1.0546297061500565e-05
68,305,306,0,0.12110361923611859,0,-0.21043751731822261,0.12112132391680644,0,-0.21041981263753476,1.7704680687846697e-05
69,306,307,0,0.17732265335091693,0,-0.15421848320342427,0.17732455663175117,0,-0.15421657992259002,1.9032808342422936e-06
70,309,310,0,0.10309570275582532,0,-0.2284454337985159,0.10308616995472689,0,-0.22845496659961431,9.5328010984302436e-06
71,313,314,1,0.44784281095924683,1,0.11630167440490563,0.44788010031172265,1,0.11633896375738145,3.7289352475822213e-05
72,315,316,1,0.15110027507626977,0,-0.18044086147807142,0.15108283560863525,0,-0.18045830094570595,1.7439467634522421e-05
73,326,327,1,0.38681388618137563,1,0.055272749627034434,0.38680959007212307,1,0.055268453517781868,4.2961092525661826e-06
74,337,338,0,0.16143169322752271,0,-0.17010944332681849,0.16156886099013168,0,-0.16997227556420952,0.00013716776260896957
75,338,339,1,0.1585709438517843,0,-0.1729701927025569,0.15840744148938052,0,-0.17313369506496068,0.00016350236240378346
76,351,352,0,0.22055003924975258,0,-0.11099109730458862,0.2205579418427665,0,-0.1109831947115747,7.9025930139198231e-06
77,354,355,0,0.66173494853974968,1,0.33019381198540848,0.66171263826412396,1,0.33017150170978277,2.2310275625714304e-05
78,361,362,0,0.015105302829456761,0,-0.31643583372488443,0.015163582543947828,0,-0.31637755401039336,5.8279714491066628e-05
79,367,368,0,0.45649978120375539,1,0.1249586446494142,0.45650010757953025,1,0.12495897102518905,3.2637577485061797e-07
80,368,369,0,0.41805612818230009,1,0.086514991627958893,0.41955787243474746,1,0.088016735880406261,0.0015017442524473679
81,379,380,1,0.13482474617000201,0,-0.19671639038433919,0.13484140765590855,0,-0.19669972889843265,1.6661485906538376e-05
82,385,386,0,0.079299319774590038,0,-0.25224181677975116,0.079299852524829517,0,-0.25224128402951168,5.3275023947918498e-07
83,387,388,1,0.34891422648628956,1,0.01737308993194836,0.34891098566187695,1,0.017369849107535751,3.2408244126092001e-06
84,391,392,1,0.13474216629364383,0,-0.19679897026069737,0.13478826157897872,0,-0.19675287497536248,4.6095285334890601e-05
85,395,396,0,0.089343715707321691,0,-0.24219742084701951,0.088766612469548395,0,-0.2427745240847928,0.00057710323777329653
86,396,397,0,0.080620730312456229,0,-0.25092040624188494,0.080614366600281234,0,-0.25092676995405994,6.3637121749948733e-06
87,411,412,0,0.15684775437910922,0,-0.17469338217523198,0.15685649435053184,0,-0.17468464220380936,8.7399714226166214e-06
88,431,432,1,0.077071882527926266,0,-0.25446925402641496,0.077123509770728266,0,-0.2544176267836129,5.1627242801999262e-05
89,435,436,1,0.59019580307607444,1,0.25865466652173325,0.59020034736047944,1,0.25865921080613824,4.5442844049947695e-06
90,441,442,0,0.22200356367648885,0,-0.10953757287785235,0.22206267451718101,0,-0.10947846203716019,5.9110840692155886e-05
91,443,444,0,0.024223725622928478,0,-0.30731741093141274,0.024282058169461808,0,-0.30725907838487937,5.8332546533330226e-05
92,446,447,0,0.040308861426109385,0,-0.2912322751282318,0.040305286722034969,0,-0.29123584983230622,3.5747040744160685e-06
93,448,449,0,0.049554939587258109,0,-0.2819861969670831,0.049554495276359009,0,-0.28198664127798218,4.4431089910035304e-07
94,461,462,0,0.084019312629661072,0,-0.24752182392468014,0.083989921523638364,0,-0.24755121503070282,2.9391106022708113e-05
95,469,470,0,0.11606440917196698,0,-0.21547672738237422,0.11608336082662631,0,-0.21545777572771491,1.8951654659329908e-05
96,474,475,0,0.16708725101659591,0,-0.16445388553774529,0.16710158981875564,0,-0.16443954673558556,1.4338802159730157e-05
97,476,477,0,0.15723351962863921,0,-0.17430761692570199,0.15733133802764523,0,-0.17420979852669596,9.7818399006022183e-05
98,477,478,0,0.2210719447954051,0,-0.1104691917589361,0.22094866840380509,0,-0.11059246815053611,0.00012327639160000792
99,487,488,0,0.080565421975686904,0,-0.25097571457865431,0.080568557240688551,0,-0.25097257931365263,3.1352650016469585e-06
100,499,500,0,0.35049078067145006,1,0.018949644117108866,0.35050988879149142,1,0.018968752237150222,1.9108120041355647e-05
101,501,502,0,0.64537353143323306,1,0.31383239487889186,0.64543924198094527,1,0.31389810542660407,6.5710547712205525e-05
102,505,506,0,0.27208918834797491,0,-0.05945194820636629,0.27184279917078552,0,-0.059698337383555677,0.0002463891771893878
103,507,508,0,0.22621373469533612,0,-0.10532740185900508,0.22578137557803332,0,-0.10575976097630788,0.00043235911730279963
104,508,509,0,0.2441271541222195,0,-0.087413982432121701,0.24400485579212389,0,-0.087536280762217311,0.00012229833009561042
105,523,524,1,0.084424058918655093,0,-0.24711707763568611,0.084474844832269746,0,-0.24706629172207145,5.0785913614653788e-05
106,524,525,0,0.039910891286766288,0,-0.29163024526757492,0.039941311355225773,0,-0.29159982519911543,3.0420068459484362e-05
107,526,527,0,0.47315634731969652,1,0.14161521076535533,0.47312781663970371,1,0.14158668008536252,2.8530679992810892e-05
108,533,534,1,0.69704615263925895,1,0.36550501608491776,0.6970414131222743,1,0.3655002765679331,4.739516984653136e-06
109,535,536,0,0.10817314629496068,0,-0.22336799025938053,0.10817706550270734,0,-0.22336407105163386,3.9192077466582154e-06
110,540,541,0,0.12048246703367645,0,-0.21105866952066477,0.12050327447793056,0,-0.21103786207641062,2.0807444254117291e-05
111,543,544,0,0.095268938858066296,0,-0.23627219769627489,0.095281826165832459,0,-0.23625931038850873,1.288730776616287e-05
112,564,565,0,0.73215076224775055,1,0.40060962569340935,0.7321513157733871,1,0.4006101792190459,5.5352563654853526e-07
113,570,571,0,0.11786096405409643,0,-0.21368017250024476,0.11786283804604558,0,-0.21367829850829562,1.8739919491472801e-06
114,571,572,0,0.19582881759500068,0,-0.13571231895934052,0.19566146768448722,0,-0.13587966886985398,0.00016734991051345349
115,577,578,0,0.14646939837322323,0,-0.18507173818111797,0.14645160359851717,0,-0.18508953295582403,1.779477470606472e-05
116,580,581,1,0.27874038971804282,0,-0.052800746836298373,0.2786357499043346,0,-0.052905386650006603,0.00010463981370822939
117,587,588,1,0.14665971209134765,0,-0.18488142446299355,0.14666903127465428,0,-0.18487210527968692,9.3191833066275098e-06
118,592,593,0,0.12230579652818578,0,-0.2092353400261554,0.12229105193294447,0,-0.20925008462139671,1.4744595241311664e-05
119,599,600,1,0.2988354825797026,0,-0.032705653974638593,0.2988330353444299,0,-0.0327081012099113,2.4472352727067381e-06
120,612,613,0,0.25414741973437099,0,-0.077393716819970204,0.25352390070874914,0,-0.078017235845592059,0.00062351902562185479
121,618,619,0,0.15054595733509232,0,-0.18099517921924888,0.15062515063615481,0,-0.18091598591818639,7.9193301062485677e-05
122,625,626,0,0.22091432652361812,0,-0.11062681003072308,0.22093102452616903,0,-0.11061011202817217,1.669800255091336e-05
123,626,627,0,0.11307816903800286,0,-0.21846296751633834,0.11311377447880032,0,-0.21842736207554087,3.5605440797462085e-05
124,629,630,0,0.11506666922758578,0,-0.2164744673267554,0.11508189824947501,0,-0.21645923830486619,1.5229021889232031e-05
125,639,640,0,0.10921427343525042,0,-0.22232686311909078,0.10919806061163033,0,-0.22234307594271085,1.6212823620090355e-05
126,641,642,0,0.17081150088267702,0,-0.16072963567166418,0.17080295475589113,0,-0.16073818179845006,8.5461267858855106e-06
127,645,646,0,0.2382172705973124,0,-0.093323865957028795,0.23821710369862334,0,-0.093324032855717859,1.6689868906349936e-07
128,653,654,1,0.23512438337647207,0,-0.09641675317786913,0.23508973449736661,0,-0.096451402056974583,3.4648879105453334e-05
129,654,655,0,0.17512678680375621,0,-0.15641434975058499,0.17515300002151488,0,-0.15638813653282632,2.621321775866936e-05
130,655,656,1,0.063906633522660475,0,-0.26763450303168074,0.063839607362929332,0,-0.26770152919141188,6.7026159731142787e-05
131,665,666,0,0.14552269233352946,0,-0.18601844422081174,0.14452028877838721,0,-0.18702084777595399,0.0010024035551422505
132,668,669,0,0.6724181015737748,1,0.3408769650194336,0.67242896210159564,1,0.34088782554725444,1.0860527820844013e-05
133,669,670,1,0.6306418183674577,1,0.2991006818131165,0.63062710689716794,1,0.29908597034282675,1.4711470289752171e-05
134,670,671,0,0.49491075103508864,1,0.16336961448074744,0.49491089605322236,1,0.16336975949888116,1.4501813372369554e-07
135,673,674,1,0.79109796049347325,1,0.45955682393913205,0.79096458298502825,1,0.45942344643068705,0.0001333775084449984
136,678,679,0,0.13756957267286762,0,-0.19397156388147357,0.13757183922154903,0,-0.19396929733279217,2.2665486814066327e-06
137,689,690,0,0.11607945554308442,0,-0.21546168101125679,0.11603110028501235,0,-0.21551003626932885,4.8355258072077523e-05
138,691,692,0,0.30922828311324702,0,-0.022312853441094183,0.30907699843412956,0,-0.022464138120211641,0.00015128467911745824
139,696,697,0,0.065485987269910811,0,-0.26605514928443041,0.065470739819301876,0,-0.26607039673503929,1.5247450608935065e-05
140,702,703,1,0.17387978863478862,0,-0.15766134791955258,0.17389833456293216,0,-0.15764280199140904,1.8545928143542945e-05
141,705,706,1,0.087008783677596901,0,-0.2445323528767443,0.087117720850101388,0,-0.24442341570423981,0.00010893717250448631
142,706,707,0,0.34412314359763313,1,0.012582007043291932,0.34417830779807962,1,0.012637171243738421,5.5164200446489176e-05
143,711,712,0,0.16991570526464056,0,-0.16162543128970064,0.16990930248275801,0,-0.16163183407158319,6.4027818825473926e-06
144,714,715,0,0.081199417741152191,0,-0.25034171881318901,0.081189692034022404,0,-0.25035144452031877,9.7257071297873754e-06
145,726,727,0,0.15375668563770573,0,-0.17778445091663547,0.15379819658339128,0,-0.17774293997094992,4.1510945685552247e-05
146,727,728,0,0.20528793788948793,0,-0.12625319866485327,0.20529250558530288,0,-0.12624863096903832,4.567695814944317e-06
147,728,729,0,0.061842960521849913,0,-0.2696981760324913,0.061864687747472828,0,-0.26967644880686836,2.1727225622915347e-05
148,730,731,0,0.093066741867273275,0,-0.23847439468706794,0.093040181148272685,0,-0.23850095540606853,2.6560719000590094e-05
149,746,747,0,0.093540533124942565,0,-0.23800060342939863,0.093500316287324983,0,-0.23804082026701623,4.0216837617582102e-05
150,749,750,1,0.5823925706051335,1,0.2508514340507923,0.58240141967224512,1,0.25086028311790393,8.8490671116270292e-06
151,756,757,0,0.057104986910498923,0,-0.27443614964384228,0.057116810965901578,0,-0.2744243255884396,1.1824055402655242e-05
152,760,761,1,0.45243273909110837,1,0.12089160253676717,0.45243981468529559,1,0.1208986781309544,7.0755941872224781e-06
153,762,763,0,0.097697714244175352,0,-0.23384342231016586,0.09770042043028114,0,-0.23384071612406004,2.7061861057886549e-06
154,777,778,0,0.19131110741388088,0,-0.14023002914046032,0.19130330961060368,0,-0.14023782694373751,7.7978032771985895e-06
155,780,781,0,0.45212992885183856,1,0.12058879229749736,0.45198505387320015,1,0.12044391731885895,0.00014487497863840959
156,784,785,1,0.1680297005686755,0,-0.1635114359856657,0.16812803648274649,0,-0.16341310007159471,9.8335914070990516e-05
157,788,789,0,0.1292195619981916,0,-0.2023215745561496,0.12921372023535138,0,-0.20232741631898982,5.8417628402140931e-06
158,797,798,0,0.1498497660955182,0,-0.181691370458823,0.14978708068881316,0,-0.18175405586552804,6.2685406705037527e-05
159,798,799,0,0.67779413119104481,1,0.34625299463670361,0.67775405743587658,1,0.34621292088153538,4.0073755168235081e-05
160,799,800,0,0.0081349290518630338,0,-0.32340620750247817,0.0081513770254848204,0,-0.3233897595288564,1.6447973621786655e-05
161,802,803,0,0.067013907723799018,0,-0.26452722883054219,0.067019497553726839,0,-0.26452163900061437,5.5898299278211994e-06
162,804,805,0,0.097843977948490257,0,-0.23369715860585094,0.097908520340871302,0,-0.2336326162134699,6.4542392381045088e-05
163,818,819,0,0.14667464909275235,0,-0.18486648746158885,0.14642258185712517,0,-0.18511855469721603,0.00025206723562717914
164,824,825,1,0.055051372917037163,0,-0.27648976363730404,0.055097170810062927,0,-0.27644396574427826,4.5797893025764647e-05
165,825,826,0,0.21584713640391195,0,-0.11569400015042924,0.21589502205146791,0,-0.11564611450287329,4.7885647555950817e-05
166,838,839,0,0.079855389690711778,0,-0.25168574686362943,0.079858075318332361,0,-0.25168306123600881,2.6856276205827756e-06
167,841,842,0,0.0210775344660835,0,-0.31046360208825768,0.021072171436107543,0,-0.31046896511823363,5.3630299759570288e-06
168,845,846,0,0.11218176944991505,0,-0.21935936710442616,0.1122120381325015,0,-0.2193290984218397,3.0268682586445661e-05
169,846,847,0,0.13769008738720265,0,-0.19385104916713855,0.13769228008604659,0,-0.19384885646829461,2.1926988439391337e-06
170,851,852,0,0.51496790543037974,1,0.18342676887603854,0.51497693123877863,1,0.18343579468443744,9.0258083988992155e-06
171,852,853,0,0.12466267717082558,0,-0.20687845938351562,0.12467291942139865,0,-0.20686821713294257,1.0242250573069822e-05
172,856,857,1,0.42920578626816963,1,0.097664649713828433,0.42919077133639305,1,0.097649634782051853,1.5014931776580198e-05
173,864,865,0,0.014004513836924637,0,-0.31753662271741656,0.014056351978040409,0,-0.3174847845763008,5.1838141115772077e-05
174,869,870,0,0.093104368220638167,0,-0.23843676833370303,0.093254023559827787,0,-0.23828711299451341,0.00014965533918961937
175,871,872,0,0.032028394744015448,0,-0.29951274181032572,0.032102059221584642,0,-0.29943907733275654,7.3664477569193587e-05
176,873,874,0,0.12320367235140763,0,-0.20833746420293359,0.12329048706957202,0,-0.20825064948476918,8.6814718164393567e-05
177,874,875,0,0.21352996815797323,0,-0.11801116839636797,0.21351834427261954,0,-0.11802279228172166,1.1623885353695407e-05
178,883,884,0,0.14735061445819012,0,-0.18419052209615108,0.14724844731390965,0,-0.18429268924043155,0.00010216714428046281
179,885,886,0,0.1498742312721788,0,-0.18166690528216239,0.14986817469181213,0,-0.18167296186252907,6.0565803666756679e-06
180,897,898,1,0.73554079712142084,1,0.40399966056707964,0.7355252460741375,1,0.4039841095197963,1.5551047283346442e-05
181,908,909,0,0.076029361178749477,0,-0.25551177537559172,0.076042716439546618,0,-0.25549842011479457,1.3355260797140445e-05
182,910,911,0,0.61410949676519189,1,0.28256836021085069,0.61412003163357598,1,0.28257889507923478,1.0534868384093343e-05
183,912,913,0,0.040394740919601657,0,-0.29114639563473954,0.040472405039366,0,-0.2910687315149752,7.7664119764342399e-05
184,918,919,0,0.12624121595015508,0,-0.20529992060418611,0.12625203685864136,0,-0.20528909969569983,1.0820908486280922e-05
185,920,921,0,0.20383170672420234,0,-0.12770942983013886,0.20381792262239654,0,-0.12772321393194466,1.3784101805802695e-05
186,931,932,1,0.068175334470156154,0,-0.26336580208418503,0.068178365163807,0,-0.26336277139053421,3.0306936508461835e-06
187,932,933,1,0.30509636837877202,0,-0.026444768175569178,0.30507150059556204,0,-0.026469635958779159,2.4867783209980843e-05
188,943,944,1,0.67931361252554912,1,0.34777247597120792,0.67952798962568117,1,0.34798685307133997,0.00021437710013205713
189,960,961,1,0.45567794454889782,1,0.12413680799455662,0.4557020857128572,1,0.124160949158516,2.4141163959379153e-05
190,969,970,0,0.075521204021746419,0,-0.25601993253259481,0.075529654854052788,0,-0.25601148170028842,8.4508323063697821e-06
191,970,971,1,0.076440511070542949,0,-0.25510062548379825,0.076447182351328705,0,-0.25509395420301251,6.6712807857555179e-06
192,971,972,0,0.062176006196997313,0,-0.26936513035734388,0.062296155658704229,0,-0.26924498089563698,0.00012014946170691571
193,973,974,0,0.085483353899940662,0,-0.24605778265440054,0.085493960866386887,0,-0.24604717568795431,1.0606966446224941e-05
194,977,978,0,0.095338273173477789,0,-0.23620286338086341,0.095347042366219506,0,-0.23619409418812171,8.7691927417171689e-06
195,982,983,1,0.01734461174621663,0,-0.31419652480812454,0.017354542306150481,0,-0.31418659424819073,9.9305599338510298e-06
196,985,986,1,0.25848950038591678,0,-0.073051636168424416,0.25848831955090457,0,-0.073052817003436632,1.1808350122155531e-06
197,987,988,0,0.3152264891658757,0,-0.016314647388465497,0.3245245387665911,0,-0.0070165977877501007,0.0092980496007153968
198,989,990,0,0.52098513246424427,1,0.18944399590990307,0.52102386821945335,1,0.18948273166511215,3.8735755209073908e-05
199,990,991,0,0.20634071407282595,0,-0.12520042248151525,0.20634621997846775,0,-0.12519491657587345,5.5059056418005348e-06
200,996,997,0,0.22925947755272744,0,-0.10228165900161376,0.22926294365981881,0,-0.10227819289452239,3.4661070913710734e-06
201,999,1000,0,0.52696675151215422,1,0.19542561495781302,0.52697728910849961,1,0.19543615255415842,1.053759634539464e-05
202,1004,1005,1,0.074615922500766374,0,-0.25692521405357482,0.074632741354994508,0,-0.25690839519934672,1.681885422813445e-05
203,1009,1010,0,0.12763371204037688,0,-0.20390742451396432,0.12767107151865822,0,-0.20387006503568297,3.7359478281345782e-05
204,1022,1023,0,0.083428308334848406,0,-0.24811282821949279,0.083418970301647896,0,-0.24812216625269329,9.3380332005094102e-06
205,1024,1025,0,0.055567270000528135,0,-0.27597386655381306,0.055583724792422066,0,-0.27595741176191912,1.6454791893931453e-05
206,1034,1035,0,0.3135998303150509,0,-0.0179413062392903,0.31360528570424895,0,-0.01793585085009225,5.45538919805022e-06
207,1035,1036,1,0.59905244806409741,1,0.26751131150975621,0.59905473208593707,1,0.26751359553159587,2.2840218396602552e-06
208,1037,1038,1,0.10353404730904882,0,-0.22800708924529239,0.10345608650487524,0,-0.22808505004946594,7.796080417357687e-05
209,1038,1039,0,0.12187770960913891,0,-0.20966342694520229,0.12184914528409806,0,-0.20969199127024313,2.8564325040850158e-05
210,1046,1047,1,0.1988713472681238,0,-0.13266978928621739,0.19887059641101631,0,-0.13267054014332488,7.5085710748989953e-07
211,1048,1049,0,0.088350894809885977,0,-0.24319024174445522,0.088354843929240201,0,-0.243186292625101,3.9491193542240399e-06
212,1049,1050,0,0.18667176145165729,0,-0.14486937510268391,0.18668002726843494,0,-0.14486110928590626,8.2658167776528124e-06
213,1053,1054,0,0.091268696293522689,0,-0.24027244026081851,0.091152313250442971,0,-0.24038882330389821,0.00011638304307971803
214,1056,1057,0,0.283601055208685,0,-0.047940081345656194,0.28361941968796484,0,-0.047921716866376363,1.8364479279830981e-05
215,1060,1061,1,0.2148286049703913,0,-0.1167125315839499,0.21488276380878119,0,-0.11665837274556001,5.415883838988389e-05
216,1071,1072,1,0.0754922826436914,0,-0.2560488539106498,0.075507102637819262,0,-0.25603403391652191,1.4819994127862612e-05
217,1077,1078,0,0.041608666769374622,0,-0.28993246978496656,0.04160626880582529,0,-0.2899348677485159,2.3979635493318052e-06
218,1078,1079,0,0.23575356540168302,0,-0.09578757115265818,0.23601602407629232,0,-0.095525112478048874,0.00026245867460930605
219,1084,1085,0,0.1350104184178596,0,-0.1965307181364816,0.13492651837289033,0,-0.19661461818145087,8.3900044969276166e-05
220,1087,1088,0,0.23534494446268828,0,-0.096196192091652921,0.23529259554813958,0,-0.096248541006201616,5.2348914548694392e-05
221,1088,1089,0,0.25180065772774735,0,-0.079740478826593852,0.24695378737151794,0,-0.084587349182823263,0.0048468703562294102
222,1089,1090,0,0.070284037041993486,0,-0.26125709951234771,0.070312707071868513,0,-0.26122842948247271,2.8670029875027536e-05
223,1091,1092,0,0.11632473145031848,0,-0.21521640510402273,0.11649512234469479,0,-0.21504601420964642,0.00017039089437631549
224,1093,1094,1,0.40285047517605216,1,0.07130933862171096,0.4011484611378941,1,0.069607324583552899,0.0017020140381580617
